Job Title,Company,Rating,Reviews,Experience,Salary,Location,Description,Skills,Posted Date
Senior Associate Corporate Governance C&C TRS Bangalore,PwC Service Delivery Center,3.4,9077,2-5 Yrs,Not disclosed,Bengaluru,"Preferred skill sets . Corporate Laws, Legal Experience in Corporate Secretarial matter...",Change managementCorporate actionsCorporate governanceAnalyticalConsultingBusiness strategyResource managementCorporate taxation,8 Days Ago
Senior Associate ITAM / SAM Process Leads-Tech Ops,PwC Service Delivery Center,3.4,9077,2-5 Yrs,Not disclosed,Hyderabad,Applicant should be willing to work in second shift (1pm 10pm) . Qualifications . Bache...,ProcurementComplianceInfrastructure managementAnalyticalsoftware asset managementLicensingIT asset managementVirtualization,8 Days Ago
Software Engr II,Honeywell,3.8,1322,2-6 Yrs,Not disclosed,"Greater Noida, Bengaluru",The ideal candidate will have a strong background in developing web applications using ...,Engineering servicesFront endVersion controlGITAerospaceJavascriptAgileASP.Net,8 Days Ago
Credit Risk - Senior Associate - Bangalore,PwC Service Delivery Center,3.4,9077,3-6 Yrs,Not disclosed,Bengaluru,Multiple . positions . requiredCandidate must have relevant experience in Machine Learn...,Data analysisManager Internal AuditFinancial reportingOperational riskConsultingIntellectual propertyAsset managementRisk management,8 Days Ago
S&C Global Network - AI - CMT - Consultant Data Science,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Bengaluru,5+ years of experience in Data Science with at least 3 years in Telecom Analytics; Mast...,Data Sciencedata analysispredictive analyticsmodel buildingdata visualizationSGlobalAnalysis,8 Days Ago
Senior Associate,PwC Service Delivery Center,3.4,9077,4-8 Yrs,Not disclosed,Bengaluru,Comments . Should be able to Lead MDM Delivery as a . solution architect and contribute...,AssuranceData managementFocusAgileManager TechnologyData analyticsInformaticaBusiness intelligence,8 Days Ago
Java Microservices Backend developer - Bangalore (early joers),PwC Service Delivery Center,3.4,9077,3-7 Yrs,Not disclosed,Bengaluru,Preferred skill sets Certifications preferred Good to have Understanding on workflow en...,Core JavaBackendArchitectureData managementEnterprise architecturePostgresqlMySQLWorkflow,8 Days Ago
SAP HCM Payroll Consultant,Infosys,3.6,39022,5-7 Yrs,Not disclosed,Hyderabad,Job TitleSAP HCM Payroll Consultant Responsibilities A day in the life of an Infoscio...,data migrationsap s hanahcmsap hcmpayrollschemacssworkday,8 Days Ago
Senior Associate Salesforce Developer SFDC Adviosory Bangalore,PwC Service Delivery Center,3.4,9077,6-9 Yrs,Not disclosed,Bengaluru,Preferred skill sets . Certification SalesForce Admin . SalesForce App Builder . .,TallyData migrationEnterprise integrationAnalyticalConsultingEmployee engagementJavascriptWorkflow,8 Days Ago
Senior Associate SAP SD Enterprise APPS SAP Bangalore,PwC Service Delivery Center,3.4,9077,5-10 Yrs,Not disclosed,Bengaluru,Minimum of 5 years designing and configuring SD modulesProvide adhoc training and user ...,Business processOrder managementSAP ERPSAPContract managementAnalyticalBillingConsulting,8 Days Ago
SAP -ABAP - Manager - Bangalore,PwC Service Delivery Center,3.4,9077,9-12 Yrs,Not disclosed,Bengaluru,". As a Senior Associate, you ll work as part of a team of problem solvers with extensiv...",AutomationBusiness transformationProcess improvementXMLAnalyticalRelationship buildingConsultingWeb development,8 Days Ago
Director SAP Functional Enterprise Apps - SAP Bangalore,PwC Service Delivery Center,3.4,9077,9-14 Yrs,Not disclosed,Bengaluru,Preferred skill sets . SAP functional . about us . . 17+ years of professional experie...,Business administrationEnterprise integrationAnalyticalManager TechnologyBusiness process modelingBusiness applicationsApplication softwareOperations,8 Days Ago
Manager SAP FICO Enterprise APPS SAP Bangalore,PwC Service Delivery Center,3.4,9077,7-10 Yrs,Not disclosed,Bengaluru,"about us . . Functional consultant who has worked in workshops, requirement gathering a...",AutomationProcess optimizationBusiness transformationProcess improvementAnalyticalConsultingTaxationOperations,8 Days Ago
Quality Operations Excellence,MSCI Services,3.9,271,3-6 Yrs,Not disclosed,Mumbai,"Masters Degree in Business or Finance . Bachelors degree in Data Science, Statistics, C...",CVSData analysisData managementConsultingManager TechnologyHealthcareData miningAuditing,4 Days Ago
Index Client Services Associate,MSCI Services,3.9,271,3-5 Yrs,Not disclosed,Mumbai,The MSCI Index Client Service team is composed of experienced financial professionals t...,Relationship managementProduct managementSANCVSUsageSalesHealthcareResearch,4 Days Ago
Client Implementation Services,MSCI Services,3.9,271,3-4 Yrs,Not disclosed,Mumbai,"MSCI, Pride Allies, Women in Tech, and Women s Leadership Forum. At MSCI we are passion...",Relationship managementFixed incomeAnalyticalMarket riskHealthcareRisk managementPortfolio managementAnalytics,4 Days Ago
Data Collection - Senior Associate,MSCI Services,3.9,271,1-4 Yrs,Not disclosed,Mumbai,"MSCI, Pride Allies, Women in Tech, and Women s Leadership Forum. At MSCI we are passion...",Relationship managementCVSAutomationBusiness analysisData collectionHealthcareData qualityDownstream,4 Days Ago
ESG Clients Services Associate,MSCI Services,3.9,271,3-4 Yrs,Not disclosed,Mumbai,MSCI Inc. is seeking to expand its ESG Client Service team. MSCI ESG Research is a lea...,Relationship managementSalesClient servicingHealthcareIssue resolutionPortfolio managementAnalyticsClient management,4 Days Ago
Client Service Specialist (Performance & Risk),MSCI Services,3.9,271,3-6 Yrs,Not disclosed,Mumbai,The MSCI Global Client Service team is composed of experienced financial professionals ...,Relationship managementStress testingClient servicingAnalyticalMarket riskliquidity riskHealthcarePortfolio management,4 Days Ago
Associate - Managed Services,MSCI Services,3.9,271,2-4 Yrs,Not disclosed,Mumbai,The MSCI Analytics Managed Services team is composed of experienced professionals that...,Relationship managementManaged servicesReconciliationHealthcareWorkflowRisk managementPortfolio managementAnalytics,4 Days Ago
Market Risk Lead,MSCI Services,3.9,271,12-15 Yrs,Not disclosed,Mumbai,We are currently seeking an experienced Analytics Client Service Manager to join our C...,Relationship managementUsageExcelAnalyticalStrategic planningHealthcareSupport servicesPortfolio management,4 Days Ago
Sustainability and Climate Product Marketing,MSCI Services,3.9,271,2-5 Yrs,Not disclosed,Mumbai,"MSCI, Pride Allies, Women in Tech, and Women s Leadership Forum. Bachelor s / Master s ...",Relationship managementCVSAnalyticalHealthcareManagementResearchProduct marketingMarketing strategy,4 Days Ago
Real Assets Clients Services Analyst,MSCI Services,3.9,271,1-3 Yrs,Not disclosed,Mumbai,"Supporting the Client Coverage teams across Europe, Middle East and Africa (EMEA region...",Relationship managementProduct managementCVSUsageSenior AnalystClient servicingHealthcareMS Office,4 Days Ago
Software Engineering,MSCI Services,3.9,271,2-5 Yrs,Not disclosed,Mumbai,"Excellent logical analysis, creative problem-solving & troubleshooting skills . A passi...",CVSHibernateCore JavaSoftware designXMLJDBCData structuresHealthcare,4 Days Ago
Fixed Income Application Developer,MSCI Services,3.9,271,1-2 Yrs,Not disclosed,Mumbai,MSCI has embarked on an ambitious program to create our next generation Fixed Income I...,MavenCVSC++JavascriptPerlApplication developmentOracleSyBase,4 Days Ago
Analytics Program Manager,MSCI Services,3.9,271,5-8 Yrs,Not disclosed,Mumbai,Bring clarity to stakeholders to enable better decision-making and accountability on th...,Computer scienceRelationship managementCVSManager TechnologySoftware development life cycleHealthcareManagementPortfolio management,4 Days Ago
Infra Engineer,MSCI Services,3.9,271,4-5 Yrs,Not disclosed,Mumbai,Your skills and experience that will help you excel . BSc in Computer Science or relate...,Computer scienceCVSLinuxArchitectureManager TechnologyHealthcareApplication developmentMonitoring,4 Days Ago
ESG Ratings - BFSI Sector Specialist,MSCI Services,3.9,271,3-4 Yrs,Not disclosed,Mumbai,"Comfortable working in a team environment across hierarchies, functions and geographies...",Relationship managementEquity researchBfsiHealthcareManager Quality ControlResearchManagementOperations,4 Days Ago
Associate - Presales Specialist,MSCI Services,3.9,271,2-5 Yrs,Not disclosed,Mumbai,"Your skills and experience that will help you excel . Pricing models, Value-at-Risk . 2...",Relationship managementCareer developmentData analysisUsageAnalyticalPresalesHealthcarePortfolio management,4 Days Ago
Market Risk Specialist,MSCI Services,3.9,271,3-8 Yrs,Not disclosed,Mumbai,The MSCI Global Client Service team is composed of experienced financial professionals ...,Relationship managementStress testingExcelAnalyticalMarket riskliquidity riskHealthcarePortfolio management,4 Days Ago
Financial Planning & Analysis,MSCI Services,3.9,271,4-6 Yrs,Not disclosed,Mumbai,"Prepare high quality presentations for senior management, clients, and Boards of Direct...",US GAAPFinancial reportingFinancial analysisCMAFinancial planningHealthcareBudgetingForecasting,4 Days Ago
Client Analytics and Insights,MSCI Services,3.9,271,2-5 Yrs,Not disclosed,Mumbai,Flexibility to accommodate a global working environment (2nd or 3rd shift may be requir...,Relationship managementData analysisAutomationAnalyticalConsultingHealthcareMarket researchAnalytics,4 Days Ago
Revenue Technology Specialist,MSCI Services,3.9,271,5-8 Yrs,Not disclosed,Mumbai,"MSCI, Pride Allies, Women in Tech, and Women s Leadership Forum. Preferred Qualificatio...",CVSERPAutomationSAPProject managementHealthcareOraclemicrosoft,4 Days Ago
Transitions Associate,Accenture,3.8,56067,1-3 Yrs,Not disclosed,Mumbai,Any graduation with 1 to 3 years of experience in Global Mobility|Process visa applicat...,inboundprocess improvementglobal mobilityroot cause analysisoutboundamlcddimmigration,6 Days Ago
Transitions Associate,Accenture,3.8,56067,1-3 Yrs,Not disclosed,Mumbai,"Graduation with 1-3 years of experience in Global Mobility|Process visa applications, m...",inboundprocess improvementglobal mobilityroot cause analysisoutboundamlcddimmigration,6 Days Ago
Order To Cash Operations Associate,Accenture,3.8,56067,1-3 Yrs,Not disclosed,Navi Mumbai,Graduate with 1-3 years of experience in Order to Cash operations and strong analytical...,shipmentcustomer servicedocumentationorder to cashclaimstransaction processingoperations managementimmigration,6 Days Ago
Campaign Management Analyst,Accenture,3.8,56067,1-3 Yrs,Not disclosed,Mumbai,Skill required: Marketing Operations - Campaign ManagementDesignation: Campaign Managem...,digital marketingunica campaignsqlcampaign managementtechnology marketingemail marketingdata analysisbusiness analysis,6 Days Ago
Order To Cash Operations Associate,Accenture,3.8,56067,1-3 Yrs,Not disclosed,Mumbai,Please note that this role may require you to work in rotational shiftsSkill required: ...,debt collectionorder to cashcash applicationsbillingtradeoperations managementinternal controlcustomer service,6 Days Ago
Delivery Lead Manager,Accenture,3.8,56067,13-18 Yrs,Not disclosed,Navi Mumbai,Please note that this role may require you to work in rotational shiftsQualifications ....,business strategyaccount managementdelivery managementportfoliorecord to reportproject managementdue diligenceprogram management,6 Days Ago
Service Delivery Ops Associate Manager,Accenture,3.8,56067,10-14 Yrs,Not disclosed,Navi Mumbai,BCom degree with 10-14 years of experience in Accounts Payable Processing|Analyze opera...,accounts payablepayprocure to payprocurementservice delivery managementhr generalist activitiesemployee relationstraining,6 Days Ago
Business Architect,Accenture,3.8,56067,2-7 Yrs,Not disclosed,Mumbai,Minimum . 2 year(s) of experience is required. Educational Qualification : 15 years ful...,business analysisguidewirebusiness process managementagilebusiness architecturepega prpcproject managementtogaf,6 Days Ago
Client Financial Mgmt Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,MBA with 3-5 years in financial analysis and management|Deliver business advisory servi...,financial analysisvlookupfinancial managementfinancial planningfinancial planning and analysisfinancial ratiosrevenue recognitionaccounting,6 Days Ago
Campaign Management Analyst,Accenture,3.8,56067,3-5 Yrs,Not disclosed,Mumbai,Apply learning and industry standard best practices from experience Ability to master t...,digital marketingunica campaignsqlcampaign managementtechnology marketingemail marketingdata analysisbusiness analysis,6 Days Ago
Business Transformation Assoc Manager,Accenture,3.8,56067,10-14 Yrs,Not disclosed,Navi Mumbai,Skill required: NA - Business TransformationDesignation: Business Transformation Assoc ...,nasproject managementoperations managementprogram managementbusiness transformationprocess excellenceprocess improvementstrategic planning,6 Days Ago
Marketing Platform Auto Senior Analyst,Accenture,3.8,56067,5-8 Yrs,Not disclosed,Mumbai,Please note that this role may require you to work in rotational shiftsQualifications: ...,cssampscriptsql queriessqlhtmldigital marketingemail marketingemail campaign,6 Days Ago
Quality Engineer (Tester),Accenture,3.8,56067,5-7 Yrs,Not disclosed,Mumbai,Project Role :Quality Engineer (Tester)Project Role Description :Enables full stack sol...,sapdata managementsoftware testingtesting methodologiesdevice managementconfluenceappiumtest cases,6 Days Ago
